RequestID,RequestDateKey,ClosedDateKey,ClientID,AdvisorID,EmployerID,RequestType,Touchpoint,Severity,SLA_Days,ActualDays,ResolutionStatus,CSAT
REQ038889595724,20231001,20231004,CLT507334043,ADV9634525,,Password Reset,Client Portal/App,Low,1,3,Resolved,5
REQ194748724098,20250613,20250616,CLT196373102,,,Payment Issue,Call Centre,Low,2,3,Resolved,3
REQ232700258385,20230801,,CLT025055150,,,Address Change,Email,Medium,3,,Escalated,
REQ767038837184,20240311,20240311,CLT278860617,ADV1029692,,Claim Inquiry,Call Centre,Medium,2,0,Resolved,
REQ629620105791,20230224,20230226,CLT143430260,,,Claim Inquiry,Call Centre,Low,2,2,Resolved,4
REQ373723526359,20230511,20230515,CLT721580869,ADV8369795,EMP93889385,Claim Inquiry,Chat,High,2,4,Resolved,4
REQ691685287966,20240710,,CLT128995195,ADV1738796,,Claim Inquiry,Email,Low,2,,Escalated,
REQ367967506613,20250907,20250907,CLT098513745,ADV0605872,EMP69487327,Password Reset,Email,Medium,1,0,Resolved,5
REQ009712584248,20251109,,CLT356331085,ADV0140171,,Coverage Question,Chat,Medium,2,,Escalated,
REQ542103646451,20250326,20250327,CLT948077730,ADV3250205,EMP10214810,Payment Issue,Call Centre,Medium,2,1,Resolved,
REQ462636502960,20231005,20231005,CLT523614747,,,Password Reset,Client Portal/App,Low,1,0,Resolved,
REQ391759982779,20230124,20230126,CLT491244374,ADV2443329,,Payment Issue,Call Centre,Low,2,2,Resolved,
REQ954889967519,20251128,,CLT865593376,ADV2536698,EMP50419325,Coverage Question,Client Portal/App,Medium,2,,Pending,
REQ618049107202,20230210,,CLT394990150,ADV9905443,,Payment Issue,Client Portal/App,Low,2,,Escalated,
REQ901635698921,20241127,20241130,CLT189099007,ADV0421209,,Coverage Question,Call Centre,Medium,2,3,Resolved,3
REQ699141745930,20251202,20251207,CLT537242252,ADV6165307,EMP31392821,Address Change,Call Centre,Low,3,5,Resolved,3
REQ988815018879,20231115,20231118,CLT184671377,ADV6090391,EMP77764727,Claim Inquiry,Call Centre,Low,2,3,Resolved,3
REQ343665108207,20251201,20251202,CLT636331815,ADV1264271,EMP03252925,Payment Issue,Client Portal/App,Medium,2,1,Resolved,
REQ542624315758,20250427,20250428,CLT261970818,,EMP07644806,Claim Inquiry,Call Centre,Medium,2,1,Resolved,5
REQ217516535510,20231017,20231017,CLT332368682,,EMP08128894,Payment Issue,Call Centre,Low,2,0,Resolved,
REQ198931205409,20230502,20230512,CLT190949906,,EMP14302539,Appeal,Call Centre,Low,10,10,Resolved,
REQ092278370246,20250701,20250703,CLT023879884,ADV9913917,,Coverage Question,Call Centre,Low,2,2,Resolved,
REQ817660907468,20250511,20250516,CLT568344882,ADV0547866,EMP50418222,Address Change,Client Portal/App,Low,3,5,Resolved,4
REQ168931765905,20250116,,CLT883723696,ADV5754124,,Payment Issue,Client Portal/App,High,2,,Pending,
REQ422938749019,20241022,20241024,CLT955537270,ADV2671161,EMP75192090,Claim Inquiry,Call Centre,Low,2,2,Resolved,5
REQ117511919385,20230518,20230518,CLT797269852,,,Password Reset,Email,Low,1,0,Resolved,4
REQ529866185924,20250526,20250529,CLT783554394,ADV4086020,,Claim Inquiry,Email,Low,2,3,Resolved,3
REQ428206076248,20251217,20251220,CLT133891352,ADV3207388,,Address Change,Call Centre,Low,3,3,Resolved,3
REQ868110592136,20230607,20230609,CLT072841297,ADV1956036,EMP47437617,Claim Inquiry,Client Portal/App,Low,2,2,Resolved,
REQ137305853007,20230422,20230429,CLT422439342,ADV8039891,EMP11919203,Beneficiary Update,Call Centre,Low,5,7,Resolved,4
REQ331957881927,20241105,20241105,CLT237002057,ADV1438845,EMP15564467,Coverage Question,Advisor Portal,Low,2,0,Resolved,5
REQ945063807052,20230816,20230820,CLT781171805,ADV3291949,EMP04185304,Beneficiary Update,Call Centre,Low,5,4,Resolved,4
REQ503928560267,20241210,20241214,CLT576653057,ADV2430194,,Address Change,Call Centre,Medium,3,4,Resolved,4
REQ346992774989,20230214,20230215,CLT134013094,ADV9741357,,Payment Issue,Advisor Portal,Low,2,1,Resolved,2
REQ392623108903,20250628,20250630,CLT197283334,ADV7158971,EMP48247088,Claim Inquiry,Email,Medium,2,2,Resolved,4
REQ173354041515,20250205,20250206,CLT872774644,ADV7413491,,Password Reset,Call Centre,Medium,1,1,Resolved,5
REQ239205858702,20230407,20230415,CLT961064067,ADV3994951,EMP31358376,Plan Setup,Call Centre,Low,7,8,Resolved,
REQ157162323507,20230421,20230421,CLT293617561,ADV4295753,EMP95436520,Advisor Support,Email,Low,2,0,Resolved,4
REQ721891607561,20250122,20250126,CLT971017685,ADV3782206,,Beneficiary Update,Email,Low,5,4,Resolved,
REQ385691773642,20251013,20251023,CLT550768016,,,Appeal,Call Centre,Low,10,10,Resolved,4
REQ281097998713,20250720,,CLT508738251,,EMP71374907,Beneficiary Update,Call Centre,Low,5,,Escalated,
REQ365802170768,20230409,,CLT596975262,ADV0196283,EMP86884042,Address Change,Call Centre,Low,3,,Pending,
REQ351937204227,20250625,20250625,CLT775825783,,,Claim Inquiry,Client Portal/App,Low,2,0,Resolved,
REQ115687067674,20250108,20250111,CLT134732747,ADV4506667,EMP42804352,Address Change,Email,High,3,3,Resolved,5
REQ678686073065,20250505,20250505,CLT286907008,ADV2846008,,Payment Issue,Advisor Portal,Medium,2,0,Resolved,
REQ961283334877,20240819,,CLT378533510,ADV1351379,EMP46892960,Claim Inquiry,Advisor Portal,Low,2,,Pending,
REQ205648397923,20250604,,CLT392627803,,EMP04409234,Claim Inquiry,Call Centre,Medium,2,,Pending,
REQ460294096285,20250727,20250730,CLT529962308,ADV6090391,EMP41796887,Password Reset,Call Centre,High,1,3,Resolved,5
REQ936004576084,20251221,20251221,CLT888846265,,,Password Reset,Chat,Low,1,0,Resolved,4
REQ686142738265,20250506,20250506,CLT231616912,ADV1502969,,Advisor Support,Client Portal/App,Medium,2,0,Resolved,4
REQ878644965853,20250911,,CLT054430504,,EMP68350744,Coverage Question,Call Centre,Medium,2,,Escalated,
REQ317635508647,20251204,,CLT539897082,,EMP58902408,Coverage Question,Call Centre,Medium,2,,Pending,
REQ584279639971,20240124,,CLT546127903,ADV2856165,EMP37108537,Coverage Question,Client Portal/App,Low,2,,Pending,
REQ285407822003,20230819,,CLT926264154,ADV0362174,,Advisor Support,Call Centre,Low,2,,Escalated,
REQ615308616777,20240101,20240104,CLT173155390,ADV3809811,EMP57948984,Coverage Question,Client Portal/App,Low,2,3,Resolved,5
REQ382424731916,20250822,20250825,CLT772396108,,EMP26900010,Address Change,Chat,Medium,3,3,Resolved,4
REQ751723882074,20230909,,CLT653029915,ADV6019204,,Address Change,Email,Medium,3,,Escalated,
REQ988172355895,20241012,20241014,CLT132393682,ADV5138302,EMP90698319,Payment Issue,Call Centre,Low,2,2,Resolved,5
REQ528266511335,20250420,,CLT007995289,ADV4767401,EMP90786316,Advisor Support,Client Portal/App,Low,2,,Escalated,
REQ498623020921,20230104,,CLT089652846,ADV9949882,EMP86694395,Beneficiary Update,Client Portal/App,Medium,5,,Pending,
REQ202102065775,20230609,20230610,CLT097032983,,,Password Reset,Advisor Portal,Medium,1,1,Resolved,5
REQ842679570654,20250216,,CLT831010667,ADV0768830,EMP71991845,Claim Inquiry,Email,Medium,2,,Escalated,
REQ738213498371,20240222,20240224,CLT884235798,ADV8206610,EMP26900010,Advisor Support,Client Portal/App,Low,2,2,Resolved,3
REQ561189633460,20241105,,CLT983030563,ADV3245480,,Coverage Question,Advisor Portal,Medium,2,,Escalated,
REQ913870302946,20231012,20231014,CLT618527837,ADV4894870,EMP08880395,Payment Issue,Call Centre,Low,2,2,Resolved,4
REQ051029089326,20251109,20251111,CLT259075397,ADV8274365,EMP71959146,Beneficiary Update,Call Centre,Low,5,2,Resolved,
REQ024801177669,20230720,20230722,CLT509590192,ADV2783919,EMP24142036,Claim Inquiry,Call Centre,Medium,2,2,Resolved,4
REQ536353344773,20251010,20251011,CLT393552818,,EMP69412871,Coverage Question,Client Portal/App,High,2,1,Resolved,
REQ569784595505,20240313,20240317,CLT051386308,ADV2536698,EMP90429735,Plan Setup,Call Centre,Low,7,4,Resolved,4
REQ485542272487,20230102,20230103,CLT136233788,ADV9771177,EMP69487327,Claim Inquiry,Advisor Portal,Low,2,1,Resolved,5
REQ787244014943,20230817,20230821,CLT272487410,ADV4508608,,Address Change,Client Portal/App,Medium,3,4,Resolved,3
REQ602539974199,20240314,20240315,CLT987975992,ADV6047743,EMP16277695,Payment Issue,Chat,Low,2,1,Resolved,
REQ701281421019,20230307,20230308,CLT921192746,,EMP24991807,Advisor Support,Client Portal/App,Low,2,1,Resolved,3
REQ619335605198,20240106,20240110,CLT122041100,ADV3430324,EMP14646266,Coverage Question,Call Centre,High,2,4,Resolved,5
REQ147117996021,20250411,20250420,CLT662143374,ADV6796533,,Plan Setup,Call Centre,Medium,7,9,Resolved,
REQ234106158198,20251024,,CLT021713888,ADV4338714,EMP50161356,Advisor Support,Email,Low,2,,Pending,
REQ996718065303,20241125,20241127,CLT101519383,,EMP92857814,Advisor Support,Email,Low,2,2,Resolved,4
REQ236501340872,20251010,,CLT275951402,ADV8481195,,Payment Issue,Client Portal/App,Low,2,,Escalated,
REQ717268173143,20230411,20230412,CLT258018969,,EMP72104758,Payment Issue,Call Centre,Low,2,1,Resolved,5
REQ501077247999,20231214,20231215,CLT232066856,ADV6777505,,Password Reset,Client Portal/App,Low,1,1,Resolved,4
REQ231176041222,20250611,,CLT514252299,ADV6005954,EMP71017780,Payment Issue,Call Centre,Low,2,,Escalated,
REQ317057947192,20230716,20230720,CLT313128222,ADV5268427,,Address Change,Call Centre,Low,3,4,Resolved,
REQ834796831781,20251111,20251117,CLT275076752,ADV6121997,,Plan Setup,Call Centre,Low,7,6,Resolved,
REQ797189085195,20250625,20250627,CLT444108555,ADV0144871,,Claim Inquiry,Client Portal/App,Low,2,2,Resolved,4
REQ017041093051,20250910,20250910,CLT031203913,ADV0916528,,Coverage Question,Call Centre,Low,2,0,Resolved,4
REQ363955431900,20251127,20251205,CLT460444525,ADV4086020,,Appeal,Chat,Low,10,8,Resolved,4
REQ550076487932,20250424,20250427,CLT371774447,ADV1603048,EMP95906096,Payment Issue,Email,Low,2,3,Resolved,4
REQ459917543977,20230228,20230301,CLT072703054,ADV6898787,EMP39086278,Password Reset,Call Centre,Low,1,1,Resolved,
REQ946556285151,20230703,20230704,CLT178294828,ADV3302901,EMP09266481,Advisor Support,Call Centre,Low,2,1,Resolved,
REQ095312475774,20230402,20230408,CLT323224058,ADV3541888,,Beneficiary Update,Call Centre,Low,5,6,Resolved,3
REQ899776770513,20251106,20251113,CLT517089128,ADV1192521,,Plan Setup,Client Portal/App,Medium,7,7,Resolved,
REQ902968890184,20250927,20250930,CLT506089153,,EMP51769739,Coverage Question,Call Centre,Low,2,3,Resolved,
REQ001186031905,20250605,20250606,CLT348112386,,,Coverage Question,Call Centre,Low,2,1,Resolved,
REQ234198578228,20241127,20241207,CLT048107038,ADV9373984,,Plan Setup,Email,High,7,10,Resolved,
REQ912954115630,20230906,20230909,CLT515261716,,EMP14829563,Advisor Support,Call Centre,Low,2,3,Resolved,5
REQ528487807009,20250408,20250412,CLT707622558,ADV3780064,EMP96444831,Coverage Question,Call Centre,Low,2,4,Resolved,
REQ772241045005,20230612,20230624,CLT737220831,,,Appeal,Advisor Portal,Low,10,12,Resolved,
REQ236055372330,20251026,20251029,CLT467036465,,EMP61157129,Payment Issue,Advisor Portal,Medium,2,3,Resolved,5
REQ209643243760,20230821,20230825,CLT519931846,,EMP64092054,Advisor Support,Call Centre,Medium,2,4,Resolved,4
REQ177696284955,20240502,,CLT581381228,ADV5025496,EMP56325343,Address Change,Call Centre,Low,3,,Pending,
REQ897809024908,20251104,20251104,CLT850965446,ADV7942481,,Claim Inquiry,Chat,Low,2,0,Resolved,3
REQ235267291288,20240105,,CLT788847241,ADV3224779,,Beneficiary Update,Call Centre,Low,5,,Escalated,
REQ468392552778,20230627,20230627,CLT128412451,,EMP66334070,Claim Inquiry,Advisor Portal,Low,2,0,Resolved,
REQ132332111781,20240825,20240828,CLT418331310,ADV5699558,,Payment Issue,Advisor Portal,Low,2,3,Resolved,3
REQ308445583442,20250411,20250411,CLT317311324,,EMP68808723,Advisor Support,Call Centre,Low,2,0,Resolved,3
REQ448839782177,20230817,,CLT552369335,ADV5878682,,Advisor Support,Client Portal/App,Low,2,,Pending,
REQ717174342261,20250310,20250311,CLT717978785,ADV1869519,,Claim Inquiry,Call Centre,Low,2,1,Resolved,4
REQ713821384858,20241203,20241213,CLT178655263,,EMP89403245,Appeal,Client Portal/App,Low,10,10,Resolved,4
REQ543348576752,20250913,20250915,CLT488881717,ADV1192521,EMP56467760,Claim Inquiry,Call Centre,Low,2,2,Resolved,
REQ623814608106,20230807,,CLT715206687,ADV2842054,,Claim Inquiry,Call Centre,Medium,2,,Pending,
REQ888379962537,20230702,20230703,CLT956696456,,,Password Reset,Email,High,1,1,Resolved,3
REQ603912532778,20250222,20250224,CLT381522919,ADV3636739,EMP84976957,Claim Inquiry,Client Portal/App,Low,2,2,Resolved,
REQ441222367979,20250819,20250819,CLT411376700,ADV2457415,,Advisor Support,Client Portal/App,Low,2,0,Resolved,5
REQ376687641701,20250828,,CLT936842918,ADV2264945,,Claim Inquiry,Client Portal/App,Medium,2,,Pending,
REQ463517242942,20251013,20251015,CLT490383201,ADV0605872,,Advisor Support,Call Centre,High,2,2,Resolved,
REQ957701082934,20230320,20230321,CLT871680651,,,Coverage Question,Call Centre,Low,2,1,Resolved,
REQ181969423207,20231218,,CLT352959834,ADV3291949,,Address Change,Advisor Portal,Low,3,,Escalated,
REQ944967687714,20230804,20230807,CLT668742881,ADV3557368,,Claim Inquiry,Advisor Portal,Low,2,3,Resolved,
REQ461748417562,20240614,20240618,CLT271205557,ADV1390040,EMP99952889,Address Change,Client Portal/App,Low,3,4,Resolved,4
REQ053808425130,20231218,,CLT883032459,ADV4098157,,Advisor Support,Advisor Portal,Low,2,,Pending,
REQ526571852134,20240907,20240908,CLT593326951,ADV0344897,EMP85251065,Advisor Support,Call Centre,Low,2,1,Resolved,5
REQ896888522460,20250916,20250916,CLT299480526,ADV6592216,EMP21676113,Advisor Support,Call Centre,Low,2,0,Resolved,4
REQ841175219716,20240526,20240526,CLT043700948,,,Address Change,Call Centre,Low,3,0,Resolved,
REQ558924970944,20240107,,CLT477336083,ADV6266174,EMP80347141,Address Change,Call Centre,Low,3,,Escalated,
REQ450208381748,20230910,20230916,CLT361314986,ADV6467727,,Address Change,Chat,Low,3,6,Resolved,4
REQ384751976610,20251227,20251230,CLT569115894,,,Claim Inquiry,Chat,Low,2,3,Resolved,
REQ459299009138,20240110,20240113,CLT385329491,ADV6028993,EMP14829563,Payment Issue,Call Centre,Medium,2,3,Resolved,5
REQ031959130412,20241011,20241013,CLT897175595,ADV7299532,EMP47585800,Coverage Question,Client Portal/App,Low,2,2,Resolved,
REQ769378217586,20241024,20241026,CLT344679586,,,Payment Issue,Call Centre,Low,2,2,Resolved,4
REQ973251999838,20250426,,CLT606256417,,EMP97104564,Claim Inquiry,Call Centre,Low,2,,Escalated,
REQ661006705744,20250707,20250708,CLT173103154,ADV2807406,EMP01690616,Payment Issue,Call Centre,Medium,2,1,Resolved,
REQ147025913738,20230817,20230821,CLT929028046,ADV0588323,,Claim Inquiry,Advisor Portal,Low,2,4,Resolved,5
REQ663525120666,20241220,20241229,CLT608574925,ADV6521740,EMP51431059,Plan Setup,Call Centre,Medium,7,9,Resolved,4
REQ247130035411,20240414,,CLT425264249,,EMP01221917,Claim Inquiry,Chat,Low,2,,Escalated,
REQ431162085201,20241109,20241112,CLT682927993,ADV0110156,,Address Change,Call Centre,Medium,3,3,Resolved,
REQ313499753876,20230711,20230725,CLT326192067,ADV5695653,,Appeal,Call Centre,High,10,14,Resolved,
REQ277364810011,20251009,20251010,CLT044241772,ADV8919992,EMP22406633,Coverage Question,Client Portal/App,Low,2,1,Resolved,
REQ572189470284,20240127,20240202,CLT877800047,,,Beneficiary Update,Call Centre,Medium,5,6,Resolved,4
REQ669895710593,20230407,,CLT876502317,ADV1119887,,Payment Issue,Call Centre,Low,2,,Pending,
REQ816045552977,20250213,,CLT950476227,ADV7327371,,Plan Setup,Client Portal/App,Low,7,,Escalated,
REQ669902937847,20250921,,CLT368558245,ADV0421209,,Beneficiary Update,Call Centre,Low,5,,Pending,
REQ083701106760,20250721,20250722,CLT449002907,ADV0196283,EMP15066074,Payment Issue,Call Centre,Low,2,1,Resolved,
REQ267467738625,20250118,20250119,CLT341313249,,EMP25684028,Coverage Question,Call Centre,Medium,2,1,Resolved,4
REQ567393692042,20230103,20230105,CLT010629146,ADV6019204,EMP23153744,Claim Inquiry,Client Portal/App,Low,2,2,Resolved,4
REQ228055440499,20250413,20250414,CLT591407905,ADV2921403,EMP15564467,Address Change,Email,Low,3,1,Resolved,4
REQ483494508013,20250820,20250822,CLT548947048,ADV2783919,EMP14565395,Advisor Support,Email,Low,2,2,Resolved,4
REQ579223251742,20250909,20250917,CLT410830422,,,Appeal,Advisor Portal,Low,10,8,Resolved,3
REQ664375239506,20251126,20251130,CLT310394406,,,Payment Issue,Advisor Portal,Low,2,4,Resolved,
REQ168615677400,20240612,20240614,CLT264966625,,EMP54514210,Payment Issue,Client Portal/App,Medium,2,2,Resolved,
REQ491427802010,20230719,20230721,CLT860587785,ADV9966141,EMP44678061,Claim Inquiry,Call Centre,Low,2,2,Resolved,5
REQ592259710210,20250212,,CLT562809197,ADV7068738,EMP83435141,Coverage Question,Chat,Low,2,,Pending,
REQ871254224318,20230212,20230214,CLT851274900,,EMP11919203,Address Change,Call Centre,Low,3,2,Resolved,
REQ257793716300,20250905,20250906,CLT211268388,ADV5438904,EMP77764727,Address Change,Client Portal/App,Low,3,1,Resolved,
REQ300714323316,20241210,20241211,CLT858998079,ADV7833541,EMP54097599,Password Reset,Chat,High,1,1,Resolved,3
REQ814258306739,20240615,20240616,CLT084524888,ADV5235151,,Claim Inquiry,Call Centre,Low,2,1,Resolved,4
REQ655085923620,20250624,20250627,CLT527787832,ADV1029692,,Address Change,Call Centre,Low,3,3,Resolved,4
REQ074955194733,20250706,20250707,CLT428867562,ADV6505450,,Claim Inquiry,Call Centre,Low,2,1,Resolved,
REQ031551022201,20240524,20240524,CLT607346873,ADV1613902,,Password Reset,Chat,Medium,1,0,Resolved,3
REQ020010874493,20231106,20231106,CLT130140188,ADV8919992,,Password Reset,Client Portal/App,Low,1,0,Resolved,
REQ250830068216,20251104,20251109,CLT060644681,ADV8466922,,Beneficiary Update,Call Centre,Medium,5,5,Resolved,5
REQ311806306485,20251101,20251103,CLT414582022,ADV2171045,,Claim Inquiry,Client Portal/App,Low,2,2,Resolved,4
REQ500965681184,20230903,20230909,CLT792596250,ADV5801806,EMP07495811,Address Change,Call Centre,Medium,3,6,Resolved,
REQ966865058914,20250604,20250607,CLT389989433,,EMP50885306,Address Change,Client Portal/App,Low,3,3,Resolved,
REQ510949190518,20231222,20231225,CLT707975977,ADV5673645,EMP17567986,Coverage Question,Call Centre,Medium,2,3,Resolved,4
REQ450518317045,20240418,20240422,CLT790247643,ADV1502969,EMP47437617,Claim Inquiry,Call Centre,Low,2,4,Resolved,
REQ997083243178,20240704,20240704,CLT263040480,ADV2948605,EMP54959241,Payment Issue,Advisor Portal,Low,2,0,Resolved,5
REQ784262792259,20240801,20240802,CLT495486184,ADV8919992,,Advisor Support,Client Portal/App,Low,2,1,Resolved,5
REQ496902577163,20230802,20230805,CLT351235082,ADV4626663,EMP04695351,Claim Inquiry,Call Centre,Medium,2,3,Resolved,5
REQ016450130763,20230503,20230505,CLT687813826,,EMP51431059,Password Reset,Client Portal/App,Medium,1,2,Resolved,5
REQ911905162537,20240909,20240912,CLT097655836,ADV4300648,,Advisor Support,Client Portal/App,Medium,2,3,Resolved,4
REQ854426842136,20241024,20241029,CLT098539274,,,Address Change,Call Centre,High,3,5,Resolved,
REQ774005028896,20230416,20230419,CLT648956436,ADV8817348,,Claim Inquiry,Call Centre,Medium,2,3,Resolved,5
REQ740536180196,20230214,20230215,CLT052674367,,EMP62469227,Password Reset,Chat,Medium,1,1,Resolved,3
REQ557238944299,20240619,20240620,CLT130140188,ADV8919992,,Claim Inquiry,Call Centre,Low,2,1,Resolved,
REQ979548346191,20231107,20231109,CLT513638214,ADV0588323,,Payment Issue,Call Centre,Low,2,2,Resolved,4
REQ595554891330,20230505,20230505,CLT775508820,ADV5676366,,Coverage Question,Call Centre,Low,2,0,Resolved,4
REQ002018502451,20230203,20230205,CLT693751810,ADV8402053,,Claim Inquiry,Client Portal/App,Medium,2,2,Resolved,
REQ739019561133,20241005,20241018,CLT312206200,ADV8274365,,Appeal,Call Centre,Low,10,13,Resolved,5
REQ203868450421,20251214,20251216,CLT369313902,ADV1812431,EMP06711285,Payment Issue,Advisor Portal,Low,2,2,Resolved,5
REQ256007079327,20251027,20251030,CLT376462277,ADV9066504,EMP63116236,Claim Inquiry,Email,Medium,2,3,Resolved,4
REQ636551000824,20250907,20250908,CLT707724915,,EMP97104564,Payment Issue,Call Centre,Low,2,1,Resolved,4
REQ814937502236,20250109,20250110,CLT814025620,,,Payment Issue,Call Centre,Medium,2,1,Resolved,5
REQ073989275221,20251103,20251114,CLT625598109,,EMP73079048,Appeal,Client Portal/App,Low,10,11,Resolved,
REQ630742858636,20231012,20231013,CLT509265180,ADV6801368,EMP21716601,Claim Inquiry,Advisor Portal,Low,2,1,Resolved,3
REQ797068512324,20250514,20250515,CLT563566935,ADV3623181,EMP77383092,Password Reset,Advisor Portal,Low,1,1,Resolved,4
