ProviderID,ProviderName,ProviderType,Province,City
PRV62883729,Salazar LLC,Specialist Clinic,QC,Jasonmouth
PRV28738663,Bailey LLC,Pharmacy,SK,North Bobbyburgh
PRV26031000,Yang PLC,Pharmacy,ON,West Karenbury
PRV97909578,"Ortiz, Terry and Blair",Dental Clinic,AB,West Caitlin
PRV27644219,Colon Inc,Pharmacy,BC,South Patty
PRV75642992,"Johnson, Hughes and Diaz",Specialist Clinic,QC,Evansport
PRV84714183,Beltran-Bates,Physio/Chiro,BC,Annville
PRV26937648,Lloyd-Shaw,Pharmacy,NB,Lake Reginald
PRV18409781,"Richardson, Schneider and Smith",Pharmacy,ON,New Davidstad
PRV76939722,Medina-Washington,Pharmacy,ON,Ballside
PRV96118126,Phillips-Rivera,Physio/Chiro,AB,Starkfort
PRV83676626,Rivera PLC,Pharmacy,ON,New Jessicamouth
PRV07770940,Hamilton Ltd,Dental Clinic,QC,Port Travishaven
PRV55475262,"Rios, Sanders and Thompson",Physio/Chiro,ON,Lewismouth
PRV12953386,"Young, Perkins and Allen",Specialist Clinic,AB,Lake Jeanmouth
PRV76964207,Robinson LLC,Specialist Clinic,BC,Sherifurt
PRV96416263,Strickland PLC,Specialist Clinic,NS,New Edwardmouth
PRV89239051,"Flores, Davis and Harmon",Physio/Chiro,QC,North Shannon
PRV40140754,Perez and Sons,Vision Provider,NB,Riggsshire
PRV48806477,"Ryan, Contreras and Gomez",Specialist Clinic,QC,Ricemouth
PRV76287225,"Brown, Smith and Hill",Dental Clinic,QC,West Ericville
PRV36413883,Dean Ltd,Pharmacy,BC,North Paulland
PRV70970748,Lopez Group,Dental Clinic,QC,Port Ryanburgh
PRV28824629,Tucker Group,Specialist Clinic,QC,Port Julie
PRV12540921,"Hughes, Perez and Wu",Specialist Clinic,ON,West Williambury
PRV59049816,Rojas LLC,Vision Provider,ON,Hectorchester
PRV86674066,Smith-Rhodes,Pharmacy,BC,Bradleyville
PRV89390916,Medina-Gould,Specialist Clinic,ON,Port Brandonborough
PRV66951626,Walters LLC,Dental Clinic,BC,Richardport
PRV30603683,Hunt-Perez,Dental Clinic,ON,Brewerside
PRV23515809,Johnson-Holt,Physio/Chiro,ON,New Melanie
